importid,_id,point_1_geo,point_1_name,point_1_city,point_1_postal_code,point_1_street,point_1_street_number,point_1_country,point_2_geo,point_2_name,point_2_street,point_2_postal_code,point_2_country,point_2_street_number,point_2_city,ndt_in_kmh,rba_id,organisation,duration_in_sec,road_type,report_id,distance_in_meters,report_name
1,160,0101000020E6100000806726BCC0352440C8DF1106A91D4C40,4320,Hinnerup,8382,Århusvej,72,Denmark,0101000020E6100000000000A4B13B2440065AEBD7E61C4C40,4322,Århusvej,8382,Denmark,0,"""Hinnerup""",71,159103,"""COWI""",52,"""MAJOR_ROAD""",158324,1030,"""AAR_BT_0001 4320 4322"""
2,161,0101000020E6100000000000A4B13B2440065AEBD7E61C4C40,4322,Hinnerup,8382,Århusvej,0,Denmark,0101000020E610000000000052CC362440B82269F9D31B4C40,4321,Østjyske Motorvej,8382,Denmark,5,"""Hinnerup""",110,159174,"""COWI""",39,"""MAJOR_ROAD""",158355,1195,"""AAR_BT_0002 4322 4321"""
3,162,0101000020E6100000806726BCC0352440C8DF1106A91D4C40,4320,Hinnerup,8382,Århusvej,72,Denmark,0101000020E610000000E8F731864724407389DB6D841B4C40,4364,Søftenvej,8200,Denmark,0,"""Aarhus""",70,159382,"""COWI""",148,"""MAJOR_ROAD""",158386,2895,"""AAR_BT_0003 4320 4364"""
4,163,0101000020E610000000E8F74491472440EC4693EF871B4C40,4364,Aarhus,8200,Søftenvej,0,Denmark,0101000020E6100000806726E8D03524405C69FA32AC1D4C40,4320,Århusvej,8382,Denmark,72,"""Hinnerup""",70,159534,"""COWI""",148,"""MAJOR_ROAD""",158415,2880,"""AAR_BT_0004 4364 4320"""
5,164,0101000020E6100000C0045262D7362440035F150CD11B4C40,4321,Tilst,8381,Østjyske Motorvej,0,Denmark,0101000020E6100000806187B5194024409B70BA45111E4C40,4323,Nordjyske Motorvej,8382,Denmark,0,"""Hinnerup""",113,159619,"""COWI""",75,"""MAJOR_ROAD""",158446,2345,"""AAR_BT_0005 4321 4323"""
6,165,0101000020E6100000000000B9014024409A91DC1F111E4C40,4323,Hinnerup,8382,Nordjyske Motorvej,0,Denmark,0101000020E610000000000052CC362440B82269F9D31B4C40,4321,Østjyske Motorvej,8382,Denmark,0,"""Hinnerup""",112,159703,"""COWI""",75,"""MAJOR_ROAD""",158475,2335,"""AAR_BT_0006 4323 4321"""
7,166,0101000020E610000000E8F74491472440EC4693EF871B4C40,4364,Aarhus,8200,Søftenvej,0,Denmark,0101000020E6100000000000A4B13B2440065AEBD7E61C4C40,4322,Århusvej,8382,Denmark,0,"""Hinnerup""",70,159780,"""COWI""",106,"""MAJOR_ROAD""",158505,2065,"""AAR_BT_0007 4364 4322"""
8,167,0101000020E6100000000000B9014024409A91DC1F111E4C40,4323,Hinnerup,8382,Nordjyske Motorvej,0,Denmark,0101000020E610000040C85D40314A2440C7BC6FA65F1B4C40,4326,15,8200,Denmark,0,"""Aarhus""",109,159874,"""COWI""",108,"""MAJOR_ROAD""",158536,3255,"""AAR_BT_0008 4323 4326"""
9,278,0101000020E61000008079C7432F5A24406DFB741673134C40,3985,Århus C,8000,Søren Frichs Vej,39,Denmark,0101000020E61000000044FA55ED502440DA6E2B2BE9124C40,3984,Søren Frichs Vej,8230,Denmark,80,"""Aarhus""",39,186209,"""COWI""",113,"""MAJOR_ROAD""",184784,1222,"""AAR_BT_0185 3985 3984"""
10,168,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,Aarhus,8200,15,0,Denmark,0101000020E6100000806187B5194024409B70BA45111E4C40,4323,Nordjyske Motorvej,8382,Denmark,0,"""Hinnerup""",108,159952,"""COWI""",101,"""MAJOR_ROAD""",158565,3030,"""AAR_BT_0009 4326 4323"""
11,169,0101000020E6100000C0045262D7362440035F150CD11B4C40,4321,Tilst,8381,Østjyske Motorvej,0,Denmark,0101000020E610000040C85D40314A2440C7BC6FA65F1B4C40,4326,15,8200,Denmark,0,"""Aarhus""",110,160088,"""COWI""",93,"""MAJOR_ROAD""",158595,2850,"""AAR_BT_0010 4321 4326"""
12,170,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,Aarhus,8200,15,0,Denmark,0101000020E610000000000052CC362440B82269F9D31B4C40,4321,Østjyske Motorvej,8382,Denmark,0,"""Hinnerup""",108,160378,"""COWI""",122,"""MAJOR_ROAD""",158624,3655,"""AAR_BT_0011 4326 4321"""
13,171,0101000020E610000040C85D40314A2440C7BC6FA65F1B4C40,4326,Aarhus,8200,15,0,Denmark,0101000020E610000000CB4CF11A7E24400BED8AB8D31C4C40,4327,Djurslandmotorvejen,8520,Denmark,0,"""Lystrup""",110,160456,"""COWI""",219,"""MAJOR_ROAD""",158655,6715,"""AAR_BT_0012 4326 4327"""
14,279,0101000020E610000000BB4737475D2440A539D71442164C40,3983,Aarhus,8200,Paludan-Müllers Vej,48,Denmark,0101000020E610000040BC0DEE905F244004BB22B0CB154C40,3982,Paludan-Müllers Vej,8210,Denmark,95,"""Aarhus""",35,186211,"""COWI""",51,"""MAJOR_ROAD""",184813,491,"""AAR_BT_0186 3983 3982"""
15,290,0101000020E6100000803B88774064244096670775A1174C40,3155,Århus N,8200,Randersvej,141,Denmark,0101000020E610000080438CA2B56224402184C4143A174C40,2659,Hasle Ringvej,8200,Denmark,141,"""Aarhus""",31,186233,"""COWI""",62,"""MAJOR_ROAD""",185104,541,"""AAR_BT_0197 3155 2659"""
16,291,0101000020E610000080438C93C46224409CAE649536174C40,2659,Aarhus,8200,Hasle Ringvej,138,Denmark,0101000020E6100000802D5A52C66524400388B68613174C40,3154,Randersvej,8200,Denmark,164,"""Aarhus""",31,186235,"""COWI""",63,"""MAJOR_ROAD""",185131,551,"""AAR_BT_0198 2659 3154"""
17,292,0101000020E6100000802D5A89DA6524400ABFE97A14174C40,3154,Aarhus,8200,Randersvej,164,Denmark,0101000020E610000080438CA2B56224402184C4143A174C40,2659,Hasle Ringvej,8200,Denmark,164,"""Aarhus""",35,186237,"""COWI""",61,"""MAJOR_ROAD""",185157,590,"""AAR_BT_0199 3154 2659"""
18,293,0101000020E6100000808D41DC745E2440AF1534FDDF164C40,2658,Aarhus,8200,Hasle Ringvej,0,Denmark,0101000020E610000000BB4737475D2440A539D71442164C40,3983,Paludan-Müllers Vej,8200,Denmark,48,"""Aarhus""",37,186239,"""COWI""",75,"""MAJOR_ROAD""",185184,779,"""AAR_BT_0200 2658 3983"""
19,301,0101000020E6100000409485D29B4D2440CB4F08AC7C154C40,2655,Aarhus,8210,Åby Ringvej,0,Denmark,0101000020E610000000B7EEAC984E244017CC20541A164C40,3159,Viborgvej,8210,Denmark,209,"""Aarhus""",35,186255,"""COWI""",75,"""MAJOR_ROAD""",185396,739,"""AAR_BT_0208 2655 3159"""
20,302,0101000020E610000000B7EE2E8F4E24406A060CBD18164C40,3159,Aarhus,8210,Viborgvej,209,Denmark,0101000020E6100000409485AF824D2440DF93BAA280154C40,2655,Åby Ringvej,8210,Denmark,209,"""Aarhus""",45,186257,"""COWI""",57,"""MAJOR_ROAD""",185422,705,"""AAR_BT_0209 3159 2655"""
21,305,0101000020E610000040A0161B5949244074988B2281144C40,2654,Aarhus,8230,Åby Ringvej,0,Denmark,0101000020E6100000008DD4592E4724403FF4BD439E134C40,3200,Silkeborgvej,8220,Denmark,521,"""Aarhus""",50,189664,"""COWI""",73,"""MAJOR_ROAD""",187006,1018,"""AAR_BT_0212 2654 3200"""
22,306,0101000020E6100000008DD4EB3247244082E3EEF499134C40,3200,Aarhus,8220,Silkeborgvej,521,Denmark,0101000020E610000040A0168F7B492440AA7AD6CA80144C40,2654,Åby Ringvej,8230,Denmark,521,"""Aarhus""",42,189666,"""COWI""",90,"""MAJOR_ROAD""",187032,1055,"""AAR_BT_0213 3200 2654"""
23,172,0101000020E6100000C0CA4CF5077E2440611473FFD81C4C40,4327,Lystrup,8520,Djurslandmotorvejen,0,Denmark,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,15,8200,Denmark,0,"""Aarhus""",110,160779,"""COWI""",219,"""MAJOR_ROAD""",158684,6695,"""AAR_BT_0013 4327 4326"""
24,173,0101000020E610000040C85D40314A2440C7BC6FA65F1B4C40,4326,Aarhus,8200,15,0,Denmark,0101000020E610000080198C9F73522440A027CACAB01A4C40,4349,Søftenvej,8200,Denmark,0,"""Aarhus""",103,160818,"""COWI""",41,"""MAJOR_ROAD""",158715,1175,"""AAR_BT_0014 4326 4349"""
25,174,0101000020E61000000000003483522440B0BA15ECB41A4C40,4349,Aarhus,8200,Søftenvej,0,Denmark,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,15,8200,Denmark,0,"""Aarhus""",93,160867,"""COWI""",47,"""MAJOR_ROAD""",158744,1220,"""AAR_BT_0015 4349 4326"""
26,175,0101000020E6100000804C6CDA99552440F3117596F11B4C40,4359,Aarhus,8200,Randersvej,311,Denmark,0101000020E6100000008CA08896582440FBFD69D0F81A4C40,4348,Randersvej,8200,Denmark,0,"""Aarhus""",61,160897,"""COWI""",54,"""MAJOR_ROAD""",158776,920,"""AAR_BT_0016 4359 4348"""
27,176,0101000020E6100000008CA0A3A85824404CD17F0FFA1A4C40,4348,Aarhus,8200,Randersvej,294,Denmark,0101000020E6100000804C6CDA99552440F3117596F11B4C40,4359,Randersvej,8200,Denmark,311,"""Aarhus""",61,160926,"""COWI""",54,"""MAJOR_ROAD""",158805,920,"""AAR_BT_0017 4348 4359"""
28,177,0101000020E6100000008CA08896582440FBFD69D0F81A4C40,4348,Aarhus,8200,Randersvej,0,Denmark,0101000020E6100000503A9160AA592440E7A90EB9191A4C40,4350,Viborgvej,8381,Denmark,143,"""Tilst""",81,160983,"""COWI""",53,"""MAJOR_ROAD""",158836,1195,"""AAR_BT_0018 4348 4350"""
29,178,0101000020E6100000403A91F0CE592440897CC153221A4C40,4350,Aarhus,8200,Søftenvej,294,Denmark,0101000020E6100000008CA0A3A85824404CD17F0FFA1A4C40,4348,Randersvej,8200,Denmark,294,"""Aarhus""",81,161028,"""COWI""",41,"""MAJOR_ROAD""",158865,920,"""AAR_BT_0019 4350 4348"""
30,179,0101000020E610000000E8F731864724407389DB6D841B4C40,4364,Aarhus,8200,Søftenvej,0,Denmark,0101000020E610000080198C9F73522440A027CACAB01A4C40,4349,Søftenvej,8200,Denmark,0,"""Aarhus""",70,161062,"""COWI""",77,"""MAJOR_ROAD""",158895,1505,"""AAR_BT_0020 4364 4349"""
31,182,0101000020E610000080198C9F73522440A027CACAB01A4C40,4349,Aarhus,8200,Søftenvej,0,Denmark,0101000020E6100000503A9160AA592440E7A90EB9191A4C40,4350,Viborgvej,8381,Denmark,143,"""Tilst""",81,161167,"""COWI""",46,"""MAJOR_ROAD""",158983,1030,"""AAR_BT_0023 4349 4350"""
32,183,0101000020E6100000503A9160AA592440E7A90EB9191A4C40,4350,Tilst,8381,Viborgvej,143,Denmark,0101000020E6100000804DF2534E5D2440D23013757F194C40,4362,Randersvej,8200,Denmark,0,"""Aarhus""",81,161215,"""COWI""",31,"""MAJOR_ROAD""",159014,700,"""AAR_BT_0024 4350 4362"""
33,184,0101000020E6100000804DF265695D24403ECA4F2480194C40,4362,Aarhus,8200,Randersvej,0,Denmark,0101000020E6100000403A91F0CE592440897CC153221A4C40,4350,Søftenvej,8200,Denmark,0,"""Aarhus""",69,161251,"""COWI""",37,"""MAJOR_ROAD""",159043,713,"""AAR_BT_0025 4362 4350"""
34,307,0101000020E610000040A0161B5949244074988B2281144C40,2654,Aarhus,8230,Åby Ringvej,0,Denmark,0101000020E610000000EC4E019C502440A9A2D743CA134C40,3199,Silkeborgvej,8230,Denmark,303,"""Aarhus""",44,189668,"""COWI""",131,"""MAJOR_ROAD""",187059,1619,"""AAR_BT_0214 2654 3199"""
35,308,0101000020E610000000EC4E019C502440A9A2D743CA134C40,3199,Aarhus,8230,Silkeborgvej,303,Denmark,0101000020E610000040A0168F7B492440AA7AD6CA80144C40,2654,Åby Ringvej,8230,Denmark,303,"""Aarhus""",46,189670,"""COWI""",124,"""MAJOR_ROAD""",187085,1578,"""AAR_BT_0215 3199 2654"""
36,309,0101000020E610000080FC5053BC4C2440BA34D198F9124C40,2653,Aarhus,8230,Viby Ringvej,0,Denmark,0101000020E6100000008DD4592E4724403FF4BD439E134C40,3200,Silkeborgvej,8220,Denmark,521,"""Aarhus""",40,189672,"""COWI""",91,"""MAJOR_ROAD""",187112,1023,"""AAR_BT_0216 2653 3200"""
37,310,0101000020E6100000008DD4EB3247244082E3EEF499134C40,3200,Aarhus,8220,Silkeborgvej,521,Denmark,0101000020E610000080FC50C5A44C2440213CF0DAF6124C40,2653,Viby Ringvej,8230,Denmark,0,"""Aarhus""",52,189674,"""COWI""",69,"""MAJOR_ROAD""",187138,995,"""AAR_BT_0217 3200 2653"""
38,311,0101000020E610000080FC5053BC4C2440BA34D198F9124C40,2653,Aarhus,8230,Viby Ringvej,0,Denmark,0101000020E610000000EC4E019C502440A9A2D743CA134C40,3199,Silkeborgvej,8230,Denmark,303,"""Aarhus""",44,189676,"""COWI""",126,"""MAJOR_ROAD""",187165,1547,"""AAR_BT_0218 2653 3199"""
39,313,0101000020E610000080FC50C5A44C2440213CF0DAF6124C40,2653,Aarhus,8230,Viby Ringvej,0,Denmark,0101000020E61000000044FA55ED502440DA6E2B2BE9124C40,3984,Søren Frichs Vej,8230,Denmark,80,"""Aarhus""",35,189680,"""COWI""",67,"""MAJOR_ROAD""",187218,653,"""AAR_BT_0220 2653 3984"""
40,314,0101000020E61000000044FA55ED502440DA6E2B2BE9124C40,3984,Aarhus,8230,Søren Frichs Vej,80,Denmark,0101000020E610000080FC5053BC4C2440BA34D198F9124C40,2653,Viby Ringvej,8230,Denmark,80,"""Aarhus""",36,189682,"""COWI""",65,"""MAJOR_ROAD""",187244,641,"""AAR_BT_0221 3984 2653"""
41,315,0101000020E6100000802CD368054F2440CB869669FC114C40,2652,Aarhus,8230,Viby Ringvej,104,Denmark,0101000020E61000000044FA55ED502440DA6E2B2BE9124C40,3984,Søren Frichs Vej,8230,Denmark,80,"""Aarhus""",46,189684,"""COWI""",84,"""MAJOR_ROAD""",187271,1080,"""AAR_BT_0222 2652 3984"""
42,316,0101000020E61000000044FA55ED502440DA6E2B2BE9124C40,3984,Aarhus,8230,Søren Frichs Vej,80,Denmark,0101000020E6100000802CD383EA4E24408B859EC6FB114C40,2652,Viby Ringvej,8230,Denmark,104,"""Aarhus""",43,189686,"""COWI""",91,"""MAJOR_ROAD""",187297,1093,"""AAR_BT_0223 3984 2652"""
43,317,0101000020E6100000802CD383EA4E24408B859EC6FB114C40,2652,Aarhus,8230,Viby Ringvej,104,Denmark,0101000020E61000000088BA67BA5A24409556CF2FDC114C40,3988,Haveforening Af 1918,8000,Denmark,4,"""Aarhus""",53,189688,"""COWI""",137,"""MAJOR_ROAD""",187324,2013,"""AAR_BT_0224 2652 3988"""
44,331,0101000020E61000008052081E2467244056EEFF57E7154C40,3191,Aarhus,8000,Nordre Ringgade,0,Denmark,0101000020E6100000807B82834E6724402AC4986A89164C40,3977,Randersvej,8200,Denmark,54,"""Aarhus""",30,189716,"""COWI""",89,"""MAJOR_ROAD""",187695,752,"""AAR_BT_0238 3191 3977"""
45,185,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,Aarhus,8200,15,0,Denmark,0101000020E6100000000000A4B13B2440065AEBD7E61C4C40,4322,Århusvej,8382,Denmark,0,"""Hinnerup""",90,172300,"""COWI""",106,"""MAJOR_ROAD""",172156,2643,"""AAR_BT_0026 4326 4322"""
46,186,0101000020E6100000000000B9014024409A91DC1F111E4C40,4323,Hinnerup,8382,Nordjyske Motorvej,0,Denmark,0101000020E610000000E8F731864724407389DB6D841B4C40,4364,Søftenvej,8200,Denmark,0,"""Aarhus""",90,172457,"""COWI""",125,"""MAJOR_ROAD""",172329,3132,"""AAR_BT_0027 4323 4364"""
47,187,0101000020E6100000000000A4B13B2440065AEBD7E61C4C40,4322,Hinnerup,8382,Århusvej,0,Denmark,0101000020E610000000000052CC362440B82269F9D31B4C40,4321,Østjyske Motorvej,8382,Denmark,0,"""Hinnerup""",81,171762,"""COWI""",53,"""MAJOR_ROAD""",171572,1193,"""AAR_BT_0028 4326 4322 4321"""
48,188,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,Aarhus,8200,15,0,Denmark,0101000020E610000000000052CC362440B82269F9D31B4C40,4321,Østjyske Motorvej,8382,Denmark,0,"""Hinnerup""",107,172116,"""COWI""",122,"""MAJOR_ROAD""",171969,3640,"""AAR_BT_0029 4326 NOT4322 4321"""
49,189,0101000020E61000000000003483522440B0BA15ECB41A4C40,4349,Aarhus,8200,Søftenvej,0,Denmark,0101000020E610000040C85D0C474A2440B1B0860C641B4C40,4326,15,8200,Denmark,0,"""Aarhus""",59,172904,"""COWI""",119,"""STREET""",172602,1945,"""AAR_BT_0030 4349 4326 4321"""
50,332,0101000020E6100000807B824C3A672440F2811B7088164C40,3977,Aarhus Municipality,8200,Randersvej,51,Denmark,0101000020E6100000805208541B672440A7DBD2C4EA154C40,3191,Nordre Ringgade,8000,Denmark,3,"""Aarhus""",35,189718,"""COWI""",72,"""MAJOR_ROAD""",187721,700,"""AAR_BT_0239 3977 3191"""
51,335,0101000020E610000000FE2A5D806324405D738D8DB0154C40,3192,Aarhus,8200,Vestre Ringgade,61,Denmark,0101000020E610000040BC0DEE905F244004BB22B0CB154C40,3982,Paludan-Müllers Vej,8210,Denmark,95,"""Aarhus""",28,189724,"""COWI""",86,"""MAJOR_ROAD""",187801,671,"""AAR_BT_0242 3192 3982"""
52,336,0101000020E610000040BC0DEE905F244004BB22B0CB154C40,3982,Aarhus,8210,Paludan-Müllers Vej,95,Denmark,0101000020E610000000FE2AF9986324407614C876AB154C40,3192,Vestre Ringgade,8000,Denmark,210,"""Aarhus""",31,189726,"""COWI""",80,"""MAJOR_ROAD""",187827,696,"""AAR_BT_0243 3982 3192"""
53,337,0101000020E6100000809F72A8505F2440A1337893FA144C40,3193,Aarhus,8210,Vestre Ringgade,53,Denmark,0101000020E610000040BC0DEE905F244004BB22B0CB154C40,3982,Paludan-Müllers Vej,8210,Denmark,95,"""Aarhus""",31,189728,"""COWI""",105,"""MAJOR_ROAD""",187854,910,"""AAR_BT_0244 3193 3982"""
54,344,0101000020E61000008068AECD4E5B244024334E84C8144C40,3157,Aarhus,8210,Viborgvej,47,Denmark,0101000020E610000000C7BB97855D24405ACF108E59144C40,3194,Vestre Ringgade,8000,Denmark,45,"""Aarhus""",39,189742,"""COWI""",50,"""MAJOR_ROAD""",188039,535,"""AAR_BT_0251 3157 3194"""
55,190,0101000020E610000000E8F74491472440EC4693EF871B4C40,4364,Aarhus,8200,Søftenvej,0,Denmark,0101000020E6100000000000A4B13B2440065AEBD7E61C4C40,4322,Århusvej,8382,Denmark,0,"""Hinnerup""",51,173427,"""COWI""",145,"""ROAD""",173011,2061,"""AAR_BT_0031 4349 4364 4322 4321"""
56,191,0101000020E610000000E8F731864724407389DB6D841B4C40,4364,Aarhus,8200,Søftenvej,0,Denmark,0101000020E610000080198C9F73522440A027CACAB01A4C40,4349,Søftenvej,8200,Denmark,0,"""Aarhus""",90,173587,"""COWI""",60,"""ROAD""",173118,1507,"""AAR_BT_0032 4323 4364 4349"""
57,192,0101000020E6100000000000B9014024409A91DC1F111E4C40,4323,Hinnerup,8382,Nordjyske Motorvej,0,Denmark,0101000020E610000040C85D40314A2440C7BC6FA65F1B4C40,4326,15,8200,Denmark,0,"""Aarhus""",117,173718,"""COWI""",100,"""STREET""",173225,3253,"""AAR_BT_0033 4323 4326 4349"""
58,193,0101000020E610000000E067CF1070244099903B86CB184C40,4581,Risskov,8240,Grenåvej,0,Denmark,0101000020E6100000801FF20CAE6F2440F79236E8E0174C40,4582,Grenåvej,8240,Denmark,125,"""Risskov""",48,178662,"""COWI""",60,"""MAJOR_ROAD""",178548,798,"""AAR_BT_0100 4581 4582"""
59,194,0101000020E6100000801F7284C56F2440811185BFE0174C40,4582,Risskov,8240,Grenåvej,126,Denmark,0101000020E610000000E0670E2C7024402DB4BFE9CA184C40,4581,Grenåvej,8240,Denmark,126,"""Risskov""",44,178660,"""COWI""",65,"""MAJOR_ROAD""",178600,797,"""AAR_BT_0101 4582 4581"""
60,195,0101000020E6100000801FF20CAE6F2440F79236E8E0174C40,4582,Risskov,8240,Grenåvej,125,Denmark,0101000020E6100000006DE2D0836F24403D6D894869174C40,3181,Grenåvej,8240,Denmark,105,"""Risskov""",43,180121,"""COWI""",34,"""MAJOR_ROAD""",178713,406,"""AAR_BT_0102 4582 3181"""
61,280,0101000020E610000040BC0DEE905F244004BB22B0CB154C40,3982,Aarhus,8210,Paludan-Müllers Vej,95,Denmark,0101000020E610000000BB4737475D2440A539D71442164C40,3983,Paludan-Müllers Vej,8200,Denmark,48,"""Aarhus""",31,186213,"""COWI""",57,"""MAJOR_ROAD""",184839,490,"""AAR_BT_0187 3982 3983"""
62,196,0101000020E6100000006DE2D79A6F24403D6D894869174C40,3181,Risskov,8240,Grenåvej,105,Denmark,0101000020E6100000801F7284C56F2440811185BFE0174C40,4582,Grenåvej,8240,Denmark,126,"""Risskov""",47,180123,"""COWI""",31,"""MAJOR_ROAD""",178739,406,"""AAR_BT_0103 3181 4582"""
63,197,0101000020E6100000006DE2D0836F24403D6D894869174C40,3181,Risskov,8240,Grenåvej,105,Denmark,0101000020E61000004002F10A3E7124404C088EAD73164C40,3978,Dronning Margrethes Vej,8200,Denmark,97,"""Aarhus""",38,180125,"""COWI""",84,"""MAJOR_ROAD""",178767,881,"""AAR_BT_0104 3181 3978"""
64,198,0101000020E61000004002F1B24A7124404AB8FF8E74164C40,3978,Aarhus,8200,Dronning Margrethes Vej,97,Denmark,0101000020E6100000006DE2D79A6F24403D6D894869174C40,3181,Grenåvej,8240,Denmark,105,"""Risskov""",40,180127,"""COWI""",78,"""MAJOR_ROAD""",178793,877,"""AAR_BT_0105 3978 3181"""
65,199,0101000020E61000004002F10A3E7124404C088EAD73164C40,3978,Aarhus,8200,Dronning Margrethes Vej,97,Denmark,0101000020E610000040018671AD6F24409F1989DB49154C40,3186,Skovvejen,8000,Denmark,67,"""Aarhus""",38,180129,"""COWI""",99,"""MAJOR_ROAD""",178821,1043,"""AAR_BT_0106 3978 3186"""
66,200,0101000020E610000040018654BB6F24405CA3CCE149154C40,3186,Aarhus,8000,Skovvejen,67,Denmark,0101000020E61000004002F1B24A7124404AB8FF8E74164C40,3978,Dronning Margrethes Vej,8200,Denmark,97,"""Aarhus""",39,180131,"""COWI""",97,"""MAJOR_ROAD""",178847,1050,"""AAR_BT_0107 3186 3978"""
67,201,0101000020E610000040018671AD6F24409F1989DB49154C40,3186,Aarhus,8000,Skovvejen,67,Denmark,0101000020E61000000075E68E476E2440F5E52438AF144C40,3187,Kystvejen,8000,Denmark,59,"""Aarhus""",30,180133,"""COWI""",66,"""MAJOR_ROAD""",178875,558,"""AAR_BT_0108 3186 3187"""
68,202,0101000020E61000000075E68E476E2440F5E52438AF144C40,3187,Aarhus,8000,Kystvejen,59,Denmark,0101000020E610000040018654BB6F24405CA3CCE149154C40,3186,Skovvejen,8000,Denmark,67,"""Aarhus""",34,180135,"""COWI""",59,"""MAJOR_ROAD""",178901,559,"""AAR_BT_0109 3187 3186"""
69,345,0101000020E610000000C7BBDBAA5D2440957F989A59144C40,3194,Aarhus,8000,Vestre Ringgade,70,Denmark,0101000020E61000008092579222602440D76F0FD567144C40,3156,Viborgvej,8000,Denmark,14,"""Aarhus""",38,189744,"""COWI""",51,"""MAJOR_ROAD""",188066,534,"""AAR_BT_0252 3194 3156"""
70,346,0101000020E61000008092579222602440D76F0FD567144C40,3156,Aarhus,8000,Viborgvej,14,Denmark,0101000020E610000000C7BB97855D24405ACF108E59144C40,3194,Vestre Ringgade,8000,Denmark,45,"""Aarhus""",33,189746,"""COWI""",63,"""MAJOR_ROAD""",188092,583,"""AAR_BT_0253 3156 3194"""
71,362,0101000020E610000080F90F999E5F24409C9E6A4F40124C40,3150,Aarhus,8000,Skanderborgvej,26,Denmark,0101000020E6100000803D5E88925F24405CBB5369DA114C40,3990,Marselis Boulevard,8000,Denmark,135,"""Aarhus""",26,192350,"""COWI""",115,"""MAJOR_ROAD""",190179,822,"""AAR_BT_0269 3150 3990"""
